,date,title,point
0,2021-03-01,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
1,2021-03-01,원더,9.51
2,2021-03-01,극장판 바이올렛 에버가든,9.5
3,2021-03-01,송가인 더 드라마,9.43
4,2021-03-01,서유기 2 - 선리기연,9.36
5,2021-03-01,부활: 그 증거,9.34
6,2021-03-01,소울,9.31
7,2021-03-01,엽기적인 그녀,9.3
8,2021-03-01,극장판 귀멸의 칼날: 무한열차편,9.25
9,2021-03-01,서유기 - 월광보합,9.21
10,2021-03-01,해피 투게더,9.19
11,2021-03-01,러브레터,9.12
12,2021-03-01,싸이코,9.1
13,2021-03-01,타오르는 여인의 초상,9.06
14,2021-03-01,온워드: 단 하루의 기적,9.0
15,2021-03-01,남매의 여름밤,8.96
16,2021-03-01,러브 액츄얼리,8.93
17,2021-03-01,너의 이름은.,8.79
18,2021-03-01,화양연화,8.78
19,2021-03-01,찬실이는 복도 많지,8.73
20,2021-03-01,아티스트,8.72
21,2021-03-01,현기증,8.72
22,2021-03-01,캐롤,8.6
23,2021-03-01,분노,8.55
24,2021-03-01,세자매,8.52
25,2021-03-01,아비정전,8.48
26,2021-03-01,뮨: 달의 요정,8.36
27,2021-03-01,원챈스,8.32
28,2021-03-01,비포 미드나잇,8.19
29,2021-03-01,클로저,8.18
30,2021-03-01,폭스캐처,8.17
31,2021-03-01,하나와 앨리스,8.11
32,2021-03-01,더 울프 오브 월 스트리트,8.05
33,2021-03-01,해리 포터와 불의 잔,8.03
34,2021-03-01,일대종사,8.0
35,2021-03-01,날씨의 아이,7.95
36,2021-03-01,그레이트 뷰티,7.93
37,2021-03-01,별을 쫓는 아이,7.92
38,2021-03-01,톰과 제리,7.79
39,2021-03-01,철벽선생,7.77
40,2021-03-01,미션 파서블,7.66
41,2021-03-01,아메리칸 허슬,7.5
42,2021-03-01,더블패티,7.29
43,2021-03-01,더 프롬,7.27
44,2021-03-01,은혼,7.2
45,2021-03-01,새해전야,7.13
46,2021-03-01,펭귄 하이웨이,6.72
47,2021-03-01,카오스 워킹,6.31
48,2021-03-01,몬스터 헌터,6.02
49,2021-03-02,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
50,2021-03-02,원더,9.51
51,2021-03-02,극장판 바이올렛 에버가든,9.5
52,2021-03-02,송가인 더 드라마,9.38
53,2021-03-02,서유기 2 - 선리기연,9.36
54,2021-03-02,부활: 그 증거,9.34
55,2021-03-02,소울,9.31
56,2021-03-02,엽기적인 그녀,9.3
57,2021-03-02,극장판 귀멸의 칼날: 무한열차편,9.25
58,2021-03-02,서유기 - 월광보합,9.21
59,2021-03-02,해피 투게더,9.19
60,2021-03-02,러브레터,9.12
61,2021-03-02,싸이코,9.1
62,2021-03-02,타오르는 여인의 초상,9.06
63,2021-03-02,온워드: 단 하루의 기적,9.0
64,2021-03-02,남매의 여름밤,8.96
65,2021-03-02,러브 액츄얼리,8.93
66,2021-03-02,너의 이름은.,8.79
67,2021-03-02,화양연화,8.78
68,2021-03-02,찬실이는 복도 많지,8.73
69,2021-03-02,아티스트,8.73
70,2021-03-02,현기증,8.72
71,2021-03-02,캐롤,8.6
72,2021-03-02,분노,8.55
73,2021-03-02,세자매,8.52
74,2021-03-02,아비정전,8.48
75,2021-03-02,뮨: 달의 요정,8.36
76,2021-03-02,원챈스,8.32
77,2021-03-02,비포 미드나잇,8.19
78,2021-03-02,클로저,8.18
79,2021-03-02,폭스캐처,8.17
80,2021-03-02,하나와 앨리스,8.11
81,2021-03-02,더 울프 오브 월 스트리트,8.05
82,2021-03-02,해리 포터와 불의 잔,8.03
83,2021-03-02,일대종사,8.0
84,2021-03-02,날씨의 아이,7.95
85,2021-03-02,그레이트 뷰티,7.93
86,2021-03-02,별을 쫓는 아이,7.92
87,2021-03-02,톰과 제리,7.79
88,2021-03-02,철벽선생,7.77
89,2021-03-02,어니스트 씨프,7.77
90,2021-03-02,미션 파서블,7.64
91,2021-03-02,아메리칸 허슬,7.5
92,2021-03-02,더블패티,7.3
93,2021-03-02,더 프롬,7.27
94,2021-03-02,은혼,7.2
95,2021-03-02,새해전야,7.13
96,2021-03-02,펭귄 하이웨이,6.71
97,2021-03-02,카오스 워킹,6.31
98,2021-03-02,몬스터 헌터,6.01
99,2021-03-03,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
100,2021-03-03,원더,9.51
101,2021-03-03,극장판 바이올렛 에버가든,9.5
102,2021-03-03,송가인 더 드라마,9.38
103,2021-03-03,서유기 2 - 선리기연,9.36
104,2021-03-03,부활: 그 증거,9.34
105,2021-03-03,소울,9.31
106,2021-03-03,엽기적인 그녀,9.3
107,2021-03-03,반지의 제왕: 반지 원정대,9.28
108,2021-03-03,극장판 귀멸의 칼날: 무한열차편,9.25
109,2021-03-03,서유기 - 월광보합,9.21
110,2021-03-03,해피 투게더,9.2
111,2021-03-03,러브레터,9.12
112,2021-03-03,싸이코,9.1
113,2021-03-03,타오르는 여인의 초상,9.06
114,2021-03-03,남매의 여름밤,8.96
115,2021-03-03,러브 액츄얼리,8.93
116,2021-03-03,너의 이름은.,8.79
117,2021-03-03,화양연화,8.79
118,2021-03-03,찬실이는 복도 많지,8.73
119,2021-03-03,아티스트,8.73
120,2021-03-03,현기증,8.72
121,2021-03-03,캐롤,8.6
122,2021-03-03,분노,8.55
123,2021-03-03,세자매,8.53
124,2021-03-03,아비정전,8.48
125,2021-03-03,미나리,8.47
126,2021-03-03,뮨: 달의 요정,8.36
127,2021-03-03,원챈스,8.32
128,2021-03-03,비포 미드나잇,8.19
129,2021-03-03,클로저,8.18
130,2021-03-03,폭스캐처,8.17
131,2021-03-03,하나와 앨리스,8.11
132,2021-03-03,해리 포터와 불의 잔,8.03
133,2021-03-03,일대종사,8.0
134,2021-03-03,날씨의 아이,7.95
135,2021-03-03,그레이트 뷰티,7.93
136,2021-03-03,별을 쫓는 아이,7.92
137,2021-03-03,철벽선생,7.77
138,2021-03-03,어니스트 씨프,7.77
139,2021-03-03,톰과 제리,7.75
140,2021-03-03,미션 파서블,7.65
141,2021-03-03,아메리칸 허슬,7.5
142,2021-03-03,더블패티,7.28
143,2021-03-03,은혼,7.2
144,2021-03-03,새해전야,7.12
145,2021-03-03,펭귄 하이웨이,6.71
146,2021-03-03,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56
147,2021-03-03,카오스 워킹,6.3
148,2021-03-03,몬스터 헌터,5.99
149,2021-03-04,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
150,2021-03-04,원더,9.51
151,2021-03-04,극장판 바이올렛 에버가든,9.5
152,2021-03-04,송가인 더 드라마,9.38
153,2021-03-04,서유기 2 - 선리기연,9.36
154,2021-03-04,부활: 그 증거,9.34
155,2021-03-04,소울,9.31
156,2021-03-04,엽기적인 그녀,9.3
157,2021-03-04,반지의 제왕: 반지 원정대,9.28
158,2021-03-04,극장판 귀멸의 칼날: 무한열차편,9.25
159,2021-03-04,서유기 - 월광보합,9.21
160,2021-03-04,해피 투게더,9.2
161,2021-03-04,러브레터,9.12
162,2021-03-04,싸이코,9.1
163,2021-03-04,타오르는 여인의 초상,9.06
164,2021-03-04,남매의 여름밤,8.96
165,2021-03-04,러브 액츄얼리,8.93
166,2021-03-04,중경삼림,8.9
167,2021-03-04,람보-특별판,8.88
168,2021-03-04,너의 이름은.,8.79
169,2021-03-04,화양연화,8.79
170,2021-03-04,찬실이는 복도 많지,8.73
171,2021-03-04,현기증,8.72
172,2021-03-04,캐롤,8.6
173,2021-03-04,분노,8.55
174,2021-03-04,세자매,8.53
175,2021-03-04,아비정전,8.48
176,2021-03-04,원챈스,8.32
177,2021-03-04,미나리,8.24
178,2021-03-04,비포 미드나잇,8.19
179,2021-03-04,클로저,8.18
180,2021-03-04,하나와 앨리스,8.11
181,2021-03-04,해리 포터와 불의 잔,8.03
182,2021-03-04,무드 인디고,8.02
183,2021-03-04,일대종사,8.0
184,2021-03-04,날씨의 아이,7.95
185,2021-03-04,그레이트 뷰티,7.93
186,2021-03-04,별을 쫓는 아이,7.92
187,2021-03-04,철벽선생,7.77
188,2021-03-04,톰과 제리,7.71
189,2021-03-04,미션 파서블,7.64
190,2021-03-04,더블패티,7.26
191,2021-03-04,은혼,7.2
192,2021-03-04,새해전야,7.12
193,2021-03-04,펭귄 하이웨이,6.71
194,2021-03-04,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56
195,2021-03-04,카오스 워킹,6.32
196,2021-03-04,몬스터 헌터,5.97
197,2021-03-05,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
198,2021-03-05,원더,9.51
199,2021-03-05,극장판 바이올렛 에버가든,9.5
200,2021-03-05,송가인 더 드라마,9.38
201,2021-03-05,서유기 2 - 선리기연,9.36
202,2021-03-05,부활: 그 증거,9.34
203,2021-03-05,소울,9.31
204,2021-03-05,엽기적인 그녀,9.3
205,2021-03-05,반지의 제왕: 반지 원정대,9.28
206,2021-03-05,극장판 귀멸의 칼날: 무한열차편,9.25
207,2021-03-05,서유기 - 월광보합,9.21
208,2021-03-05,해피 투게더,9.2
209,2021-03-05,러브레터,9.12
210,2021-03-05,싸이코,9.1
211,2021-03-05,타오르는 여인의 초상,9.06
212,2021-03-05,남매의 여름밤,8.96
213,2021-03-05,러브 액츄얼리,8.93
214,2021-03-05,중경삼림,8.9
215,2021-03-05,"나는 내일, 어제의 너와 만난다",8.9
216,2021-03-05,람보-특별판,8.88
217,2021-03-05,너의 이름은.,8.79
218,2021-03-05,화양연화,8.79
219,2021-03-05,찬실이는 복도 많지,8.73
220,2021-03-05,현기증,8.72
221,2021-03-05,캐롤,8.6
222,2021-03-05,분노,8.55
223,2021-03-05,세자매,8.54
224,2021-03-05,그녀,8.53
225,2021-03-05,아비정전,8.48
226,2021-03-05,원챈스,8.32
227,2021-03-05,미나리,8.21
228,2021-03-05,제로 다크 서티,8.21
229,2021-03-05,비포 미드나잇,8.19
230,2021-03-05,클로저,8.18
231,2021-03-05,하나와 앨리스,8.11
232,2021-03-05,해리 포터와 불의 잔,8.03
233,2021-03-05,무드 인디고,8.02
234,2021-03-05,일대종사,8.0
235,2021-03-05,날씨의 아이,7.95
236,2021-03-05,그레이트 뷰티,7.93
237,2021-03-05,별을 쫓는 아이,7.92
238,2021-03-05,철벽선생,7.77
239,2021-03-05,톰과 제리,7.68
240,2021-03-05,미션 파서블,7.63
241,2021-03-05,더블패티,7.24
242,2021-03-05,은혼,7.2
243,2021-03-05,새해전야,7.1
244,2021-03-05,펭귄 하이웨이,6.71
245,2021-03-05,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56
246,2021-03-05,카오스 워킹,6.31
247,2021-03-06,디지몬 어드벤처 라스트 에볼루션 : 인연,9.56
248,2021-03-06,원더,9.51
249,2021-03-06,극장판 바이올렛 에버가든,9.5
250,2021-03-06,서유기 2 - 선리기연,9.36
251,2021-03-06,부활: 그 증거,9.34
252,2021-03-06,송가인 더 드라마,9.34
253,2021-03-06,소울,9.31
254,2021-03-06,엽기적인 그녀,9.3
255,2021-03-06,반지의 제왕: 반지 원정대,9.28
256,2021-03-06,극장판 귀멸의 칼날: 무한열차편,9.26
257,2021-03-06,서유기 - 월광보합,9.21
258,2021-03-06,해피 투게더,9.2
259,2021-03-06,러브레터,9.12
260,2021-03-06,싸이코,9.1
261,2021-03-06,라야와 마지막 드래곤,9.09
262,2021-03-06,타오르는 여인의 초상,9.06
263,2021-03-06,남매의 여름밤,8.96
264,2021-03-06,러브 액츄얼리,8.93
265,2021-03-06,중경삼림,8.91
266,2021-03-06,"나는 내일, 어제의 너와 만난다",8.91
267,2021-03-06,람보-특별판,8.87
268,2021-03-06,너의 이름은.,8.79
269,2021-03-06,화양연화,8.79
270,2021-03-06,찬실이는 복도 많지,8.73
271,2021-03-06,현기증,8.72
272,2021-03-06,캐롤,8.6
273,2021-03-06,분노,8.55
274,2021-03-06,세자매,8.54
275,2021-03-06,그녀,8.53
276,2021-03-06,아비정전,8.48
277,2021-03-06,원챈스,8.32
278,2021-03-06,제로 다크 서티,8.21
279,2021-03-06,비포 미드나잇,8.19
280,2021-03-06,클로저,8.18
281,2021-03-06,하나와 앨리스,8.11
282,2021-03-06,미나리,8.05
283,2021-03-06,해리 포터와 불의 잔,8.03
284,2021-03-06,무드 인디고,8.02
285,2021-03-06,일대종사,8.0
286,2021-03-06,날씨의 아이,7.95
287,2021-03-06,그레이트 뷰티,7.93
288,2021-03-06,별을 쫓는 아이,7.92
289,2021-03-06,철벽선생,7.77
290,2021-03-06,톰과 제리,7.68
291,2021-03-06,미션 파서블,7.62
292,2021-03-06,은혼,7.2
293,2021-03-06,더블패티,7.18
294,2021-03-06,새해전야,7.09
295,2021-03-06,펭귄 하이웨이,6.72
296,2021-03-06,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56
297,2021-03-07,원더,9.51
298,2021-03-07,극장판 바이올렛 에버가든,9.5
299,2021-03-07,서유기 2 - 선리기연,9.36
300,2021-03-07,부활: 그 증거,9.34
301,2021-03-07,송가인 더 드라마,9.34
302,2021-03-07,소울,9.31
303,2021-03-07,엽기적인 그녀,9.3
304,2021-03-07,반지의 제왕: 반지 원정대,9.28
305,2021-03-07,극장판 귀멸의 칼날: 무한열차편,9.27
306,2021-03-07,라야와 마지막 드래곤,9.21
307,2021-03-07,서유기 - 월광보합,9.21
308,2021-03-07,해피 투게더,9.2
309,2021-03-07,러브레터,9.12
310,2021-03-07,싸이코,9.1
311,2021-03-07,타오르는 여인의 초상,9.06
312,2021-03-07,러브 액츄얼리,8.93
313,2021-03-07,중경삼림,8.92
314,2021-03-07,"나는 내일, 어제의 너와 만난다",8.91
315,2021-03-07,람보-특별판,8.88
316,2021-03-07,너의 이름은.,8.79
317,2021-03-07,화양연화,8.79
318,2021-03-07,찬실이는 복도 많지,8.74
319,2021-03-07,캐롤,8.6
320,2021-03-07,분노,8.55
321,2021-03-07,세자매,8.54
322,2021-03-07,그녀,8.53
323,2021-03-07,아비정전,8.48
324,2021-03-07,원챈스,8.32
325,2021-03-07,제로 다크 서티,8.21
326,2021-03-07,비포 미드나잇,8.19
327,2021-03-07,클로저,8.18
328,2021-03-07,하나와 앨리스,8.11
329,2021-03-07,해리 포터와 불의 잔,8.03
330,2021-03-07,무드 인디고,8.02
331,2021-03-07,일대종사,8.0
332,2021-03-07,날씨의 아이,7.95
333,2021-03-07,미나리,7.94
334,2021-03-07,그레이트 뷰티,7.93
335,2021-03-07,별을 쫓는 아이,7.92
336,2021-03-07,퍼펙트 케어,7.78
337,2021-03-07,철벽선생,7.77
338,2021-03-07,톰과 제리,7.69
339,2021-03-07,미션 파서블,7.61
340,2021-03-07,은혼,7.2
341,2021-03-07,더블패티,7.16
342,2021-03-07,새해전야,7.08
343,2021-03-07,펭귄 하이웨이,6.71
344,2021-03-07,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56
345,2021-03-07,카오스 워킹,6.27
346,2021-03-07,몬스터 헌터,5.95
347,2021-03-08,원더,9.51
348,2021-03-08,극장판 바이올렛 에버가든,9.5
349,2021-03-08,동주,9.37
350,2021-03-08,서유기 2 - 선리기연,9.36
351,2021-03-08,부활: 그 증거,9.34
352,2021-03-08,소울,9.31
353,2021-03-08,엽기적인 그녀,9.3
354,2021-03-08,"나, 다니엘 블레이크",9.28
355,2021-03-08,극장판 귀멸의 칼날: 무한열차편,9.27
356,2021-03-08,똥파리,9.22
357,2021-03-08,서유기 - 월광보합,9.21
358,2021-03-08,해피 투게더,9.2
359,2021-03-08,라야와 마지막 드래곤,9.18
360,2021-03-08,러브레터,9.12
361,2021-03-08,싸이코,9.1
362,2021-03-08,타오르는 여인의 초상,9.06
363,2021-03-08,더 헌트,8.97
364,2021-03-08,남매의 여름밤,8.96
365,2021-03-08,러브 액츄얼리,8.93
366,2021-03-08,중경삼림,8.92
367,2021-03-08,"나는 내일, 어제의 너와 만난다",8.91
368,2021-03-08,람보-특별판,8.88
369,2021-03-08,달라스 바이어스 클럽,8.79
370,2021-03-08,너의 이름은.,8.79
371,2021-03-08,화양연화,8.79
372,2021-03-08,더 포스트,8.76
373,2021-03-08,찬실이는 복도 많지,8.74
374,2021-03-08,"당신, 거기 있어줄래요",8.71
375,2021-03-08,캐롤,8.6
376,2021-03-08,분노,8.55
377,2021-03-08,세자매,8.54
378,2021-03-08,그녀,8.53
379,2021-03-08,아비정전,8.48
380,2021-03-08,원챈스,8.32
381,2021-03-08,제로 다크 서티,8.21
382,2021-03-08,비포 미드나잇,8.19
383,2021-03-08,클로저,8.18
384,2021-03-08,하나와 앨리스,8.11
385,2021-03-08,해리 포터와 불의 잔,8.03
386,2021-03-08,무드 인디고,8.02
387,2021-03-08,일대종사,8.0
388,2021-03-08,날씨의 아이,7.95
389,2021-03-08,미나리,7.94
390,2021-03-08,별을 쫓는 아이,7.92
391,2021-03-08,철벽선생,7.77
392,2021-03-08,퍼펙트 케어,7.68
393,2021-03-08,톰과 제리,7.68
394,2021-03-08,미션 파서블,7.62
395,2021-03-08,은혼,7.2
396,2021-03-08,더블패티,7.14
397,2021-03-09,원더,9.51
398,2021-03-09,극장판 바이올렛 에버가든,9.5
399,2021-03-09,동주,9.37
400,2021-03-09,서유기 2 - 선리기연,9.36
401,2021-03-09,부활: 그 증거,9.34
402,2021-03-09,소울,9.31
403,2021-03-09,엽기적인 그녀,9.29
404,2021-03-09,"나, 다니엘 블레이크",9.28
405,2021-03-09,극장판 귀멸의 칼날: 무한열차편,9.27
406,2021-03-09,똥파리,9.22
407,2021-03-09,서유기 - 월광보합,9.21
408,2021-03-09,해피 투게더,9.2
409,2021-03-09,라야와 마지막 드래곤,9.19
410,2021-03-09,러브레터,9.12
411,2021-03-09,싸이코,9.1
412,2021-03-09,타오르는 여인의 초상,9.06
413,2021-03-09,더 헌트,8.97
414,2021-03-09,남매의 여름밤,8.95
415,2021-03-09,러브 액츄얼리,8.93
416,2021-03-09,중경삼림,8.92
417,2021-03-09,"나는 내일, 어제의 너와 만난다",8.91
418,2021-03-09,람보-특별판,8.88
419,2021-03-09,달라스 바이어스 클럽,8.79
420,2021-03-09,너의 이름은.,8.79
421,2021-03-09,화양연화,8.79
422,2021-03-09,더 포스트,8.76
423,2021-03-09,찬실이는 복도 많지,8.74
424,2021-03-09,"당신, 거기 있어줄래요",8.71
425,2021-03-09,캐롤,8.6
426,2021-03-09,분노,8.55
427,2021-03-09,세자매,8.54
428,2021-03-09,그녀,8.53
429,2021-03-09,아비정전,8.48
430,2021-03-09,원챈스,8.32
431,2021-03-09,제로 다크 서티,8.21
432,2021-03-09,비포 미드나잇,8.19
433,2021-03-09,클로저,8.18
434,2021-03-09,하나와 앨리스,8.11
435,2021-03-09,해리 포터와 불의 잔,8.03
436,2021-03-09,무드 인디고,8.02
437,2021-03-09,일대종사,8.0
438,2021-03-09,날씨의 아이,7.95
439,2021-03-09,미나리,7.92
440,2021-03-09,별을 쫓는 아이,7.92
441,2021-03-09,철벽선생,7.77
442,2021-03-09,퍼펙트 케어,7.67
443,2021-03-09,톰과 제리,7.66
444,2021-03-09,미션 파서블,7.62
445,2021-03-09,은혼,7.2
446,2021-03-09,더블패티,7.14
447,2021-03-10,원더,9.51
448,2021-03-10,극장판 바이올렛 에버가든,9.49
449,2021-03-10,동주,9.37
450,2021-03-10,서유기 2 - 선리기연,9.36
451,2021-03-10,부활: 그 증거,9.34
452,2021-03-10,소울,9.31
453,2021-03-10,엽기적인 그녀,9.29
454,2021-03-10,"나, 다니엘 블레이크",9.28
455,2021-03-10,극장판 귀멸의 칼날: 무한열차편,9.28
456,2021-03-10,똥파리,9.22
457,2021-03-10,서유기 - 월광보합,9.21
458,2021-03-10,해피 투게더,9.2
459,2021-03-10,라야와 마지막 드래곤,9.16
460,2021-03-10,러브레터,9.12
461,2021-03-10,타오르는 여인의 초상,9.06
462,2021-03-10,더 헌트,8.97
463,2021-03-10,남매의 여름밤,8.95
464,2021-03-10,러브 액츄얼리,8.93
465,2021-03-10,중경삼림,8.93
466,2021-03-10,"나는 내일, 어제의 너와 만난다",8.91
467,2021-03-10,람보-특별판,8.88
468,2021-03-10,달라스 바이어스 클럽,8.79
469,2021-03-10,너의 이름은.,8.79
470,2021-03-10,화양연화,8.79
471,2021-03-10,더 포스트,8.76
472,2021-03-10,찬실이는 복도 많지,8.74
473,2021-03-10,"당신, 거기 있어줄래요",8.71
474,2021-03-10,분노,8.55
475,2021-03-10,세자매,8.54
476,2021-03-10,그녀,8.53
477,2021-03-10,아비정전,8.48
478,2021-03-10,원챈스,8.32
479,2021-03-10,제로 다크 서티,8.21
480,2021-03-10,비포 미드나잇,8.19
481,2021-03-10,클로저,8.19
482,2021-03-10,하나와 앨리스,8.11
483,2021-03-10,해리 포터와 불의 잔,8.03
484,2021-03-10,무드 인디고,8.02
485,2021-03-10,일대종사,8.0
486,2021-03-10,날씨의 아이,7.95
487,2021-03-10,미나리,7.94
488,2021-03-10,별을 쫓는 아이,7.92
489,2021-03-10,철벽선생,7.77
490,2021-03-10,톰과 제리,7.67
491,2021-03-10,미션 파서블,7.62
492,2021-03-10,퍼펙트 케어,7.59
493,2021-03-10,은혼,7.2
494,2021-03-10,더블패티,7.15
495,2021-03-10,새해전야,7.05
496,2021-03-10,펭귄 하이웨이,6.71
497,2021-03-11,극장판 바이올렛 에버가든,9.49
498,2021-03-11,동주,9.37
499,2021-03-11,서유기 2 - 선리기연,9.36
500,2021-03-11,부활: 그 증거,9.34
501,2021-03-11,소울,9.31
502,2021-03-11,"나, 다니엘 블레이크",9.28
503,2021-03-11,극장판 귀멸의 칼날: 무한열차편,9.28
504,2021-03-11,반지의 제왕: 반지 원정대,9.28
505,2021-03-11,똥파리,9.22
506,2021-03-11,서유기 - 월광보합,9.21
507,2021-03-11,해피 투게더,9.2
508,2021-03-11,라야와 마지막 드래곤,9.16
509,2021-03-11,러브레터,9.12
510,2021-03-11,타오르는 여인의 초상,9.06
511,2021-03-11,더 헌트,8.97
512,2021-03-11,러브 액츄얼리,8.93
513,2021-03-11,중경삼림,8.93
514,2021-03-11,"나는 내일, 어제의 너와 만난다",8.91
515,2021-03-11,람보-특별판,8.88
516,2021-03-11,달라스 바이어스 클럽,8.79
517,2021-03-11,너의 이름은.,8.79
518,2021-03-11,화양연화,8.78
519,2021-03-11,더 포스트,8.76
520,2021-03-11,찬실이는 복도 많지,8.74
521,2021-03-11,"당신, 거기 있어줄래요",8.71
522,2021-03-11,분노,8.55
523,2021-03-11,세자매,8.55
524,2021-03-11,그녀,8.53
525,2021-03-11,아비정전,8.48
526,2021-03-11,허트 로커,8.43
527,2021-03-11,원챈스,8.32
528,2021-03-11,제로 다크 서티,8.21
529,2021-03-11,비포 미드나잇,8.19
530,2021-03-11,클로저,8.19
531,2021-03-11,하나와 앨리스,8.11
532,2021-03-11,해리 포터와 불의 잔,8.03
533,2021-03-11,무드 인디고,8.02
534,2021-03-11,일대종사,8.0
535,2021-03-11,날씨의 아이,7.95
536,2021-03-11,미나리,7.92
537,2021-03-11,별을 쫓는 아이,7.92
538,2021-03-11,철벽선생,7.77
539,2021-03-11,톰과 제리,7.67
540,2021-03-11,퍼펙트 케어,7.62
541,2021-03-11,미션 파서블,7.62
542,2021-03-11,은혼,7.2
543,2021-03-11,펭귄 하이웨이,6.71
544,2021-03-11,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.56
545,2021-03-11,불한당: 나쁜 놈들의 세상,6.43
546,2021-03-11,카오스 워킹,6.26
547,2021-03-12,극장판 바이올렛 에버가든,9.49
548,2021-03-12,동주,9.37
549,2021-03-12,서유기 2 - 선리기연,9.36
550,2021-03-12,부활: 그 증거,9.34
551,2021-03-12,소울,9.31
552,2021-03-12,극장판 귀멸의 칼날: 무한열차편,9.29
553,2021-03-12,"나, 다니엘 블레이크",9.28
554,2021-03-12,반지의 제왕: 반지 원정대,9.28
555,2021-03-12,똥파리,9.22
556,2021-03-12,서유기 - 월광보합,9.21
557,2021-03-12,해피 투게더,9.2
558,2021-03-12,라야와 마지막 드래곤,9.14
559,2021-03-12,러브레터,9.12
560,2021-03-12,타오르는 여인의 초상,9.06
561,2021-03-12,더 헌트,8.97
562,2021-03-12,러브 액츄얼리,8.93
563,2021-03-12,중경삼림,8.93
564,2021-03-12,"나는 내일, 어제의 너와 만난다",8.91
565,2021-03-12,파이터,8.84
566,2021-03-12,달라스 바이어스 클럽,8.79
567,2021-03-12,너의 이름은.,8.79
568,2021-03-12,화양연화,8.78
569,2021-03-12,더 포스트,8.76
570,2021-03-12,찬실이는 복도 많지,8.74
571,2021-03-12,"당신, 거기 있어줄래요",8.71
572,2021-03-12,분노,8.55
573,2021-03-12,세자매,8.55
574,2021-03-12,그녀,8.53
575,2021-03-12,아비정전,8.48
576,2021-03-12,허트 로커,8.43
577,2021-03-12,원챈스,8.32
578,2021-03-12,제로 다크 서티,8.21
579,2021-03-12,비포 미드나잇,8.19
580,2021-03-12,클로저,8.19
581,2021-03-12,하나와 앨리스,8.11
582,2021-03-12,해리 포터와 불의 잔,8.03
583,2021-03-12,무드 인디고,8.02
584,2021-03-12,일대종사,8.0
585,2021-03-12,날씨의 아이,7.95
586,2021-03-12,별을 쫓는 아이,7.92
587,2021-03-12,미나리,7.91
588,2021-03-12,철벽선생,7.77
589,2021-03-12,톰과 제리,7.67
590,2021-03-12,퍼펙트 케어,7.63
591,2021-03-12,미션 파서블,7.61
592,2021-03-12,은혼,7.2
593,2021-03-12,펭귄 하이웨이,6.71
594,2021-03-12,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.55
595,2021-03-12,불한당: 나쁜 놈들의 세상,6.43
596,2021-03-12,카오스 워킹,6.28
597,2021-03-13,극장판 바이올렛 에버가든,9.49
598,2021-03-13,동주,9.37
599,2021-03-13,서유기 2 - 선리기연,9.36
600,2021-03-13,부활: 그 증거,9.34
601,2021-03-13,소울,9.31
602,2021-03-13,극장판 귀멸의 칼날: 무한열차편,9.29
603,2021-03-13,"나, 다니엘 블레이크",9.28
604,2021-03-13,반지의 제왕: 반지 원정대,9.28
605,2021-03-13,똥파리,9.22
606,2021-03-13,해피 투게더,9.21
607,2021-03-13,서유기 - 월광보합,9.21
608,2021-03-13,라야와 마지막 드래곤,9.17
609,2021-03-13,러브레터,9.12
610,2021-03-13,타오르는 여인의 초상,9.06
611,2021-03-13,더 헌트,8.97
612,2021-03-13,러브 액츄얼리,8.93
613,2021-03-13,중경삼림,8.93
614,2021-03-13,"나는 내일, 어제의 너와 만난다",8.91
615,2021-03-13,파이터,8.84
616,2021-03-13,달라스 바이어스 클럽,8.79
617,2021-03-13,너의 이름은.,8.79
618,2021-03-13,화양연화,8.79
619,2021-03-13,더 포스트,8.76
620,2021-03-13,찬실이는 복도 많지,8.74
621,2021-03-13,"당신, 거기 있어줄래요",8.71
622,2021-03-13,세자매,8.55
623,2021-03-13,분노,8.55
624,2021-03-13,그녀,8.53
625,2021-03-13,아비정전,8.48
626,2021-03-13,허트 로커,8.43
627,2021-03-13,원챈스,8.32
628,2021-03-13,제로 다크 서티,8.21
629,2021-03-13,비포 미드나잇,8.19
630,2021-03-13,클로저,8.19
631,2021-03-13,하나와 앨리스,8.11
632,2021-03-13,해리 포터와 불의 잔,8.03
633,2021-03-13,무드 인디고,8.02
634,2021-03-13,일대종사,8.0
635,2021-03-13,날씨의 아이,7.95
636,2021-03-13,미나리,7.92
637,2021-03-13,별을 쫓는 아이,7.91
638,2021-03-13,철벽선생,7.77
639,2021-03-13,톰과 제리,7.66
640,2021-03-13,미션 파서블,7.6
641,2021-03-13,퍼펙트 케어,7.58
642,2021-03-13,은혼,7.2
